img_num,High_SSIM,High_PSNR,Low_SSIM,Low_PSNR
1,0.7725701928138733,24.000303268432617,0.8796506524085999,27.966564178466797
2,0.9048829674720764,27.34531593322754,0.9819478392601013,36.45836639404297
3,0.8633607029914856,28.28019905090332,0.9498264789581299,32.41148376464844
4,0.8532906174659729,25.817087173461914,0.973672091960907,35.281986236572266
5,0.8287195563316345,25.262866973876953,0.9541999697685242,32.627471923828125
6,0.7941878437995911,24.33742332458496,0.9073898196220398,29.390485763549805
7,0.8763034343719482,27.856544494628906,0.9552497863769531,32.970149993896484
8,0.809987485408783,25.18133544921875,0.9027910232543945,28.468448638916016
9,0.8120338320732117,25.94942855834961,0.8567092418670654,25.658109664916992
10,0.8085123896598816,24.739421844482422,0.8993620872497559,28.26927947998047
11,0.7656059265136719,24.587345123291016,0.8590126037597656,26.095239639282227
12,0.7867825627326965,24.329195022583008,0.8727300763130188,27.079572677612305
13,0.8302710056304932,26.020259857177734,0.8974173069000244,27.89179039001465
14,0.7728888392448425,24.03087615966797,0.8751420974731445,27.029342651367188
15,0.8365270495414734,26.235475540161133,0.9062566161155701,28.9409236907959
16,0.9542188048362732,32.113792419433594,0.9896662831306458,38.83936309814453
17,0.7593614459037781,23.381179809570312,0.8880223631858826,28.41069984436035
18,0.8926952481269836,26.8284969329834,0.9889068603515625,39.511634826660156
19,0.8415800929069519,24.987754821777344,0.9648521542549133,33.793861389160156
20,0.853900671005249,25.67514419555664,0.9651727080345154,33.525543212890625
21,0.7764531970024109,24.20192527770996,0.8568223118782043,25.65133285522461
22,0.8425204753875732,26.284635543823242,0.9184969067573547,27.539899826049805
23,0.7999221682548523,24.153440475463867,0.9008493423461914,27.38282012939453
24,0.7888715863227844,24.48151397705078,0.8796513676643372,26.600685119628906
25,0.7385623455047607,23.815345764160156,0.7786728739738464,22.3524169921875
26,0.7886993885040283,24.823808670043945,0.856386661529541,25.463882446289062
