img_num,High_SSIM,High_PSNR,Low_SSIM,Low_PSNR
1,0.8612274527549744,29.030864715576172,0.8471712470054626,25.831470489501953
2,0.9162943959236145,31.51040267944336,0.965057373046875,32.821266174316406
3,0.8972172737121582,32.34641647338867,0.9260435104370117,29.468433380126953
4,0.8946258425712585,29.862253189086914,0.9505428671836853,31.300832748413086
5,0.8696541786193848,28.738746643066406,0.9257059693336487,29.305465698242188
6,0.8600623607635498,28.372861862182617,0.8744638562202454,26.880531311035156
7,0.8855765461921692,29.605365753173828,0.9336186051368713,30.009597778320312
8,0.8614426255226135,28.65943717956543,0.8765606880187988,26.582229614257812
9,0.8715300559997559,30.037933349609375,0.8351478576660156,24.408838272094727
10,0.8649149537086487,29.018136978149414,0.8756014704704285,26.387216567993164
11,0.8579061627388,29.287933349609375,0.8296740651130676,24.5219783782959
12,0.8583396077156067,28.560836791992188,0.8452356457710266,25.300670623779297
13,0.867316484451294,28.906661987304688,0.8770215511322021,26.282747268676758
14,0.8616014122962952,28.874370574951172,0.850476086139679,25.34819793701172
15,0.8723557591438293,29.113292694091797,0.8824923634529114,26.954660415649414
16,0.9433929324150085,33.2208137512207,0.9801260828971863,35.720584869384766
17,0.8580448627471924,28.774707794189453,0.854234516620636,26.155765533447266
18,0.9142155051231384,31.00950050354004,0.9728848338127136,34.13880157470703
19,0.8839945793151855,29.703041076660156,0.939274787902832,30.223779678344727
20,0.8954293131828308,30.520315170288086,0.9440987706184387,30.68254852294922
21,0.8458784222602844,28.06844711303711,0.8304529190063477,24.230754852294922
22,0.8822484016418457,30.518362045288086,0.9005777835845947,26.315048217773438
23,0.8611039519309998,28.299537658691406,0.8772202134132385,25.808666229248047
24,0.86419677734375,29.37488555908203,0.8558713793754578,25.01866340637207
25,0.8345142006874084,28.294076919555664,0.7604935765266418,21.48468017578125
26,0.8683984279632568,29.738208770751953,0.8311064839363098,24.120407104492188
27,0.8633232116699219,29.84940528869629,0.8255228996276855,24.67198944091797
28,0.8679778575897217,29.037132263183594,0.8293275833129883,24.788894653320312
29,0.8952977061271667,31.159543991088867,0.9291450381278992,29.671327590942383
30,0.8695778846740723,29.00851058959961,0.8678173422813416,25.953800201416016
31,0.9043662548065186,30.186574935913086,0.9318529963493347,29.076644897460938
32,0.8721958994865417,28.778438568115234,0.8663185238838196,26.22945785522461
33,0.8870609402656555,29.902427673339844,0.8867804408073425,27.04507064819336
34,0.8765199780464172,29.185379028320312,0.8756215572357178,26.271888732910156
35,0.8733646273612976,29.40866470336914,0.8710081577301025,26.02013397216797
36,0.8574665188789368,28.428478240966797,0.8563401699066162,25.452898025512695
37,0.860278844833374,28.773649215698242,0.8160700798034668,23.827423095703125
38,0.8622219562530518,28.78835678100586,0.8527771830558777,25.002429962158203
39,0.8875167965888977,29.31444549560547,0.9333520531654358,29.00261688232422
40,0.8972155451774597,30.0552978515625,0.9412367343902588,29.890705108642578
41,0.8775634765625,28.858989715576172,0.9239677786827087,28.357419967651367
42,0.9033907055854797,30.354698181152344,0.9408538341522217,29.631587982177734
43,0.8919246792793274,30.53186798095703,0.9109756350517273,27.335786819458008
44,0.8628458976745605,30.908525466918945,0.8223207592964172,22.986879348754883
45,0.8452455401420593,29.007049560546875,0.8085854053497314,23.88824462890625
46,0.85113924741745,29.487545013427734,0.7987189888954163,22.833877563476562
47,0.8491589426994324,29.838539123535156,0.7991762161254883,22.435436248779297
48,0.8396479487419128,28.919322967529297,0.8017604351043701,23.11478042602539
49,0.8092706203460693,27.32754135131836,0.7284014821052551,20.440797805786133
50,0.8577807545661926,29.08329200744629,0.8507094979286194,24.829063415527344
51,0.8807169795036316,30.650463104248047,0.8996992111206055,26.916866302490234
52,0.8455724120140076,29.687946319580078,0.7921299934387207,23.500804901123047
53,0.8560131192207336,29.56047248840332,0.8401386141777039,25.03312873840332
54,0.8244083523750305,27.84663963317871,0.7584739327430725,22.49819564819336
55,0.8609417080879211,30.109405517578125,0.8906124234199524,27.1197509765625
56,0.8435776829719543,28.39211654663086,0.8773859143257141,26.614534378051758
57,0.8996846079826355,31.40880584716797,0.9502694010734558,30.640640258789062
58,0.8533260822296143,29.8264217376709,0.8297281265258789,24.561975479125977
59,0.843745768070221,28.53489112854004,0.839191734790802,24.950153350830078
60,0.836081326007843,28.646770477294922,0.802856981754303,23.604509353637695
61,0.8623387217521667,28.97164535522461,0.907835066318512,27.234718322753906
62,0.8760197758674622,30.401634216308594,0.9255625605583191,28.594696044921875
63,0.8633490204811096,29.12994384765625,0.9183605313301086,28.764802932739258
64,0.819389820098877,27.962543487548828,0.8263742327690125,24.671371459960938
65,0.8352038264274597,27.72243881225586,0.8744754791259766,26.289796829223633
66,0.868183434009552,30.418453216552734,0.869175910949707,25.69770050048828
67,0.8670058846473694,30.032676696777344,0.873528242111206,25.80803680419922
68,0.8826665878295898,31.110149383544922,0.8949735760688782,27.09764862060547
69,0.8556504845619202,29.388935089111328,0.8829037547111511,26.528589248657227
70,0.8605155348777771,29.148452758789062,0.9343592524528503,29.318923950195312
71,0.8492177128791809,28.73378562927246,0.879870593547821,26.64352035522461
72,0.8696763515472412,29.92436408996582,0.9372775554656982,29.63985824584961
73,0.9026198387145996,30.365013122558594,0.9610991477966309,31.741832733154297
74,0.8538545966148376,28.953327178955078,0.9038453102111816,27.715435028076172
75,0.8426366448402405,29.182374954223633,0.832768440246582,24.431903839111328
76,0.8791036605834961,30.839244842529297,0.8936343789100647,25.906343460083008
77,0.8251566886901855,28.870241165161133,0.7335291504859924,21.02159309387207
78,0.8766643404960632,29.78774642944336,0.8226749300956726,23.725765228271484
79,0.8482344150543213,29.271316528320312,0.8638086915016174,25.848407745361328
80,0.8866735100746155,30.230289459228516,0.9085094332695007,27.830265045166016
81,0.8537670969963074,29.762985229492188,0.8305857181549072,24.35610008239746
82,0.8735602498054504,29.66809844970703,0.8832219243049622,26.452266693115234
83,0.8278846740722656,27.94186782836914,0.8296657204627991,24.67705535888672
84,0.8433369994163513,28.624622344970703,0.7734889984130859,22.77469825744629
85,0.8305347561836243,28.21517562866211,0.7486514449119568,22.123783111572266
86,0.8086733818054199,27.677101135253906,0.7351894378662109,21.749107360839844
87,0.8241639733314514,27.394676208496094,0.8427802920341492,25.268957138061523
88,0.8315596580505371,27.809066772460938,0.8337277770042419,24.30911636352539
89,0.8137986063957214,28.133623123168945,0.769633948802948,23.074993133544922
90,0.8307979106903076,28.357698440551758,0.8057889938354492,23.267749786376953
91,0.814523458480835,27.623851776123047,0.7601367831230164,22.378292083740234
92,0.9083465933799744,32.35283279418945,0.9660753607749939,32.84088134765625
93,0.8035531044006348,28.070066452026367,0.803887665271759,24.380821228027344
94,0.8591954708099365,30.018674850463867,0.8755087852478027,26.321069717407227
95,0.8670390248298645,29.60043716430664,0.8927348256111145,26.939056396484375
96,0.9324001669883728,33.15019226074219,0.9783981442451477,35.00628662109375
97,0.8819250464439392,30.321741104125977,0.9558889269828796,32.0231819152832
98,0.8956359028816223,30.38520050048828,0.9454643726348877,30.106651306152344
99,0.8500399589538574,28.511470794677734,0.8520760536193848,24.634868621826172
